Source,Target,Type,Id,Label,Weight
1,2,Directed,1,,1.0
1,3,Directed,2,,1.0
1,4,Directed,3,,1.0
1,5,Directed,4,,1.0
2,6,Directed,5,,1.0
2,7,Directed,6,,1.0
2,8,Directed,7,,1.0
2,9,Directed,8,,1.0
2,10,Directed,9,,1.0
2,11,Directed,10,,1.0
2,12,Directed,11,,1.0
2,13,Directed,12,,1.0
2,4,Directed,13,,1.0
2,14,Directed,14,,1.0
2,15,Directed,15,,1.0
2,16,Directed,16,,1.0
2,17,Directed,17,,1.0
3,18,Directed,18,,1.0
3,19,Directed,19,,1.0
3,20,Directed,20,,1.0
3,21,Directed,21,,1.0
3,22,Directed,22,,1.0
3,23,Directed,23,,1.0
3,24,Directed,24,,1.0
3,25,Directed,25,,1.0
3,26,Directed,26,,1.0
3,27,Directed,27,,1.0
3,28,Directed,28,,1.0
3,29,Directed,29,,1.0
3,30,Directed,30,,1.0
3,31,Directed,31,,1.0
3,32,Directed,32,,1.0
3,33,Directed,33,,1.0
3,34,Directed,34,,1.0
3,35,Directed,35,,1.0
3,36,Directed,36,,1.0
3,37,Directed,37,,1.0
3,38,Directed,38,,1.0
3,39,Directed,39,,1.0
3,40,Directed,40,,1.0
3,41,Directed,41,,1.0
3,42,Directed,42,,1.0
3,43,Directed,43,,1.0
3,44,Directed,44,,1.0
3,45,Directed,45,,1.0
3,46,Directed,46,,1.0
3,47,Directed,47,,1.0
3,48,Directed,48,,1.0
3,49,Directed,49,,1.0
3,50,Directed,50,,1.0
3,51,Directed,51,,1.0
3,52,Directed,52,,1.0
3,53,Directed,53,,1.0
3,54,Directed,54,,1.0
3,55,Directed,55,,1.0
3,56,Directed,56,,1.0
3,57,Directed,57,,1.0
3,58,Directed,58,,1.0
3,59,Directed,59,,1.0
3,60,Directed,60,,1.0
3,61,Directed,61,,1.0
3,62,Directed,62,,1.0
3,63,Directed,63,,1.0
3,64,Directed,64,,1.0
3,65,Directed,65,,1.0
3,66,Directed,66,,1.0
3,67,Directed,67,,1.0
3,68,Directed,68,,1.0
3,69,Directed,69,,1.0
3,70,Directed,70,,1.0
3,71,Directed,71,,1.0
3,72,Directed,72,,1.0
3,73,Directed,73,,1.0
3,74,Directed,74,,1.0
3,75,Directed,75,,1.0
3,76,Directed,76,,1.0
3,77,Directed,77,,1.0
3,78,Directed,78,,1.0
4,7,Directed,79,,1.0
4,79,Directed,80,,1.0
4,80,Directed,81,,1.0
4,81,Directed,82,,1.0
4,9,Directed,83,,1.0
4,82,Directed,84,,1.0
4,83,Directed,85,,1.0
4,15,Directed,86,,1.0
4,84,Directed,87,,1.0
4,85,Directed,88,,1.0
5,86,Directed,89,,1.0
5,2,Directed,90,,1.0
5,87,Directed,91,,1.0
5,88,Directed,92,,1.0
5,10,Directed,93,,1.0
5,89,Directed,94,,1.0
5,90,Directed,95,,1.0
5,4,Directed,96,,1.0
5,91,Directed,97,,1.0
5,92,Directed,98,,1.0
5,93,Directed,99,,1.0
6,94,Directed,100,,1.0
6,95,Directed,101,,1.0
6,96,Directed,102,,1.0
6,97,Directed,103,,1.0
6,98,Directed,104,,1.0
6,99,Directed,105,,1.0
6,12,Directed,106,,1.0
6,100,Directed,107,,1.0
6,101,Directed,108,,1.0
6,16,Directed,109,,1.0
6,92,Directed,110,,1.0
6,102,Directed,111,,1.0
6,103,Directed,112,,1.0
6,104,Directed,113,,1.0
7,105,Directed,114,,1.0
7,2,Directed,115,,1.0
7,106,Directed,116,,1.0
7,107,Directed,117,,1.0
7,4,Directed,118,,1.0
9,108,Directed,119,,1.0
9,109,Directed,120,,1.0
9,92,Directed,121,,1.0
9,110,Directed,122,,1.0
10,2,Directed,123,,1.0
10,111,Directed,124,,1.0
10,91,Directed,125,,1.0
10,4,Directed,126,,1.0
10,112,Directed,127,,1.0
10,92,Directed,128,,1.0
10,113,Directed,129,,1.0
11,114,Directed,130,,1.0
11,115,Directed,131,,1.0
11,108,Directed,132,,1.0
11,116,Directed,133,,1.0
11,117,Directed,134,,1.0
11,118,Directed,135,,1.0
11,119,Directed,136,,1.0
11,120,Directed,137,,1.0
11,121,Directed,138,,1.0
11,122,Directed,139,,1.0
11,123,Directed,140,,1.0
11,124,Directed,141,,1.0
11,125,Directed,142,,1.0
11,126,Directed,143,,1.0
12,127,Directed,144,,1.0
12,128,Directed,145,,1.0
12,95,Directed,146,,1.0
12,129,Directed,147,,1.0
12,130,Directed,148,,1.0
12,131,Directed,149,,1.0
12,132,Directed,150,,1.0
12,133,Directed,151,,1.0
12,134,Directed,152,,1.0
12,135,Directed,153,,1.0
12,136,Directed,154,,1.0
12,137,Directed,155,,1.0
13,2,Directed,156,,1.0
13,12,Directed,157,,1.0
13,138,Directed,158,,1.0
13,16,Directed,159,,1.0
13,139,Directed,160,,1.0
13,93,Directed,161,,1.0
13,140,Directed,162,,1.0
14,141,Directed,163,,1.0
14,142,Directed,164,,1.0
14,143,Directed,165,,1.0
15,6,Directed,166,,1.0
15,144,Directed,167,,1.0
15,9,Directed,168,,1.0
15,145,Directed,169,,1.0
15,111,Directed,170,,1.0
15,106,Directed,171,,1.0
15,12,Directed,172,,1.0
15,146,Directed,173,,1.0
15,147,Directed,174,,1.0
15,17,Directed,175,,1.0
15,2,Directed,176,,1.0
15,148,Directed,177,,1.0
15,149,Directed,178,,1.0
15,150,Directed,179,,1.0
15,151,Directed,180,,1.0
15,132,Directed,181,,1.0
15,10,Directed,182,,1.0
15,152,Directed,183,,1.0
15,4,Directed,184,,1.0
15,153,Directed,185,,1.0
15,154,Directed,186,,1.0
15,155,Directed,187,,1.0
16,86,Directed,188,,1.0
16,2,Directed,189,,1.0
16,87,Directed,190,,1.0
16,88,Directed,191,,1.0
16,10,Directed,192,,1.0
16,89,Directed,193,,1.0
16,90,Directed,194,,1.0
16,4,Directed,195,,1.0
16,91,Directed,196,,1.0
16,92,Directed,197,,1.0
16,93,Directed,198,,1.0
17,94,Directed,199,,1.0
17,156,Directed,200,,1.0
17,9,Directed,201,,1.0
17,83,Directed,202,,1.0
17,157,Directed,203,,1.0
17,11,Directed,204,,1.0
17,16,Directed,205,,1.0
17,158,Directed,206,,1.0
17,159,Directed,207,,1.0
17,92,Directed,208,,1.0
18,160,Directed,209,,1.0
18,161,Directed,210,,1.0
18,162,Directed,211,,1.0
18,163,Directed,212,,1.0
18,164,Directed,213,,1.0
18,165,Directed,214,,1.0
18,166,Directed,215,,1.0
18,167,Directed,216,,1.0
18,168,Directed,217,,1.0
18,169,Directed,218,,1.0
18,170,Directed,219,,1.0
18,171,Directed,220,,1.0
18,172,Directed,221,,1.0
18,173,Directed,222,,1.0
18,32,Directed,223,,1.0
19,174,Directed,224,,1.0
19,175,Directed,225,,1.0
19,176,Directed,226,,1.0
19,177,Directed,227,,1.0
19,178,Directed,228,,1.0
19,179,Directed,229,,1.0
19,180,Directed,230,,1.0
19,181,Directed,231,,1.0
19,182,Directed,232,,1.0
19,183,Directed,233,,1.0
19,27,Directed,234,,1.0
19,184,Directed,235,,1.0
19,185,Directed,236,,1.0
19,186,Directed,237,,1.0
19,187,Directed,238,,1.0
19,188,Directed,239,,1.0
19,189,Directed,240,,1.0
19,190,Directed,241,,1.0
19,191,Directed,242,,1.0
19,192,Directed,243,,1.0
19,193,Directed,244,,1.0
19,194,Directed,245,,1.0
19,195,Directed,246,,1.0
19,196,Directed,247,,1.0
19,197,Directed,248,,1.0
19,198,Directed,249,,1.0
19,199,Directed,250,,1.0
19,200,Directed,251,,1.0
19,201,Directed,252,,1.0
19,202,Directed,253,,1.0
19,203,Directed,254,,1.0
19,204,Directed,255,,1.0
19,205,Directed,256,,1.0
19,206,Directed,257,,1.0
19,207,Directed,258,,1.0
19,208,Directed,259,,1.0
19,209,Directed,260,,1.0
19,210,Directed,261,,1.0
19,211,Directed,262,,1.0
19,212,Directed,263,,1.0
19,213,Directed,264,,1.0
19,214,Directed,265,,1.0
19,215,Directed,266,,1.0
19,216,Directed,267,,1.0
19,217,Directed,268,,1.0
19,218,Directed,269,,1.0
19,219,Directed,270,,1.0
19,220,Directed,271,,1.0
19,221,Directed,272,,1.0
19,222,Directed,273,,1.0
19,223,Directed,274,,1.0
19,224,Directed,275,,1.0
19,225,Directed,276,,1.0
19,226,Directed,277,,1.0
19,227,Directed,278,,1.0
19,228,Directed,279,,1.0
19,70,Directed,280,,1.0
19,229,Directed,281,,1.0
19,230,Directed,282,,1.0
20,231,Directed,283,,1.0
20,18,Directed,284,,1.0
20,232,Directed,285,,1.0
20,233,Directed,286,,1.0
20,234,Directed,287,,1.0
20,72,Directed,288,,1.0
20,71,Directed,289,,1.0
20,3,Directed,290,,1.0
20,66,Directed,291,,1.0
20,31,Directed,292,,1.0
20,235,Directed,293,,1.0
20,236,Directed,294,,1.0
21,237,Directed,295,,1.0
21,238,Directed,296,,1.0
21,239,Directed,297,,1.0
21,240,Directed,298,,1.0
21,241,Directed,299,,1.0
21,242,Directed,300,,1.0
21,243,Directed,301,,1.0
21,244,Directed,302,,1.0
21,245,Directed,303,,1.0
21,246,Directed,304,,1.0
21,58,Directed,305,,1.0
21,247,Directed,306,,1.0
21,248,Directed,307,,1.0
21,249,Directed,308,,1.0
21,250,Directed,309,,1.0
21,251,Directed,310,,1.0
21,252,Directed,311,,1.0
21,253,Directed,312,,1.0
21,254,Directed,313,,1.0
21,255,Directed,314,,1.0
21,256,Directed,315,,1.0
21,257,Directed,316,,1.0
21,258,Directed,317,,1.0
21,259,Directed,318,,1.0
21,260,Directed,319,,1.0
21,261,Directed,320,,1.0
21,262,Directed,321,,1.0
21,263,Directed,322,,1.0
21,264,Directed,323,,1.0
21,265,Directed,324,,1.0
21,266,Directed,325,,1.0
21,267,Directed,326,,1.0
21,268,Directed,327,,1.0
21,269,Directed,328,,1.0
21,3,Directed,329,,1.0
21,270,Directed,330,,1.0
21,271,Directed,331,,1.0
21,272,Directed,332,,1.0
21,273,Directed,333,,1.0
21,274,Directed,334,,1.0
23,275,Directed,335,,1.0
23,276,Directed,336,,1.0
23,277,Directed,337,,1.0
23,278,Directed,338,,1.0
23,279,Directed,339,,1.0
23,280,Directed,340,,1.0
23,281,Directed,341,,1.0
23,282,Directed,342,,1.0
23,283,Directed,343,,1.0
23,284,Directed,344,,1.0
23,285,Directed,345,,1.0
23,286,Directed,346,,1.0
23,287,Directed,347,,1.0
23,288,Directed,348,,1.0
23,289,Directed,349,,1.0
23,290,Directed,350,,1.0
23,291,Directed,351,,1.0
23,292,Directed,352,,1.0
23,293,Directed,353,,1.0
23,294,Directed,354,,1.0
23,295,Directed,355,,1.0
23,296,Directed,356,,1.0
23,297,Directed,357,,1.0
23,298,Directed,358,,1.0
23,299,Directed,359,,1.0
23,300,Directed,360,,1.0
23,301,Directed,361,,1.0
23,302,Directed,362,,1.0
23,303,Directed,363,,1.0
23,304,Directed,364,,1.0
23,305,Directed,365,,1.0
23,306,Directed,366,,1.0
23,307,Directed,367,,1.0
23,308,Directed,368,,1.0
23,309,Directed,369,,1.0
24,18,Directed,370,,1.0
24,310,Directed,371,,1.0
24,311,Directed,372,,1.0
24,165,Directed,373,,1.0
24,312,Directed,374,,1.0
24,313,Directed,375,,1.0
24,314,Directed,376,,1.0
24,168,Directed,377,,1.0
24,315,Directed,378,,1.0
24,316,Directed,379,,1.0
24,317,Directed,380,,1.0
24,318,Directed,381,,1.0
24,32,Directed,382,,1.0
24,319,Directed,383,,1.0
24,320,Directed,384,,1.0
24,321,Directed,385,,1.0
24,322,Directed,386,,1.0
24,323,Directed,387,,1.0
24,324,Directed,388,,1.0
24,63,Directed,389,,1.0
24,325,Directed,390,,1.0
24,163,Directed,391,,1.0
24,326,Directed,392,,1.0
24,327,Directed,393,,1.0
24,66,Directed,394,,1.0
24,328,Directed,395,,1.0
24,329,Directed,396,,1.0
24,166,Directed,397,,1.0
24,330,Directed,398,,1.0
24,331,Directed,399,,1.0
24,70,Directed,400,,1.0
24,3,Directed,401,,1.0
24,332,Directed,402,,1.0
24,333,Directed,403,,1.0
25,334,Directed,404,,1.0
25,335,Directed,405,,1.0
25,336,Directed,406,,1.0
25,76,Directed,407,,1.0
25,337,Directed,408,,1.0
25,338,Directed,409,,1.0
26,339,Directed,410,,1.0
26,340,Directed,411,,1.0
26,341,Directed,412,,1.0
26,342,Directed,413,,1.0
26,343,Directed,414,,1.0
26,344,Directed,415,,1.0
26,345,Directed,416,,1.0
26,346,Directed,417,,1.0
26,347,Directed,418,,1.0
26,348,Directed,419,,1.0
26,349,Directed,420,,1.0
26,350,Directed,421,,1.0
26,351,Directed,422,,1.0
26,352,Directed,423,,1.0
26,353,Directed,424,,1.0
26,354,Directed,425,,1.0
26,355,Directed,426,,1.0
26,356,Directed,427,,1.0
26,357,Directed,428,,1.0
26,358,Directed,429,,1.0
26,359,Directed,430,,1.0
26,360,Directed,431,,1.0
26,361,Directed,432,,1.0
26,362,Directed,433,,1.0
26,363,Directed,434,,1.0
26,364,Directed,435,,1.0
26,365,Directed,436,,1.0
26,366,Directed,437,,1.0
26,367,Directed,438,,1.0
26,368,Directed,439,,1.0
26,369,Directed,440,,1.0
26,65,Directed,441,,1.0
26,370,Directed,442,,1.0
26,371,Directed,443,,1.0
26,372,Directed,444,,1.0
26,373,Directed,445,,1.0
26,374,Directed,446,,1.0
26,375,Directed,447,,1.0
26,376,Directed,448,,1.0
26,377,Directed,449,,1.0
27,19,Directed,450,,1.0
27,378,Directed,451,,1.0
27,175,Directed,452,,1.0
27,379,Directed,453,,1.0
27,380,Directed,454,,1.0
27,381,Directed,455,,1.0
27,382,Directed,456,,1.0
27,383,Directed,457,,1.0
27,384,Directed,458,,1.0
27,385,Directed,459,,1.0
27,386,Directed,460,,1.0
27,387,Directed,461,,1.0
27,388,Directed,462,,1.0
27,389,Directed,463,,1.0
27,390,Directed,464,,1.0
27,229,Directed,465,,1.0
27,188,Directed,466,,1.0
27,391,Directed,467,,1.0
27,392,Directed,468,,1.0
27,393,Directed,469,,1.0
27,394,Directed,470,,1.0
27,395,Directed,471,,1.0
27,219,Directed,472,,1.0
28,396,Directed,473,,1.0
28,397,Directed,474,,1.0
28,398,Directed,475,,1.0
29,60,Directed,476,,1.0
29,399,Directed,477,,1.0
29,400,Directed,478,,1.0
29,401,Directed,479,,1.0
29,402,Directed,480,,1.0
29,317,Directed,481,,1.0
29,3,Directed,482,,1.0
29,403,Directed,483,,1.0
29,25,Directed,484,,1.0
29,404,Directed,485,,1.0
30,405,Directed,486,,1.0
30,406,Directed,487,,1.0
30,407,Directed,488,,1.0
30,408,Directed,489,,1.0
30,409,Directed,490,,1.0
30,410,Directed,491,,1.0
30,411,Directed,492,,1.0
30,412,Directed,493,,1.0
31,413,Directed,494,,1.0
31,414,Directed,495,,1.0
31,415,Directed,496,,1.0
32,416,Directed,497,,1.0
32,417,Directed,498,,1.0
32,418,Directed,499,,1.0
32,419,Directed,500,,1.0
32,420,Directed,501,,1.0
32,421,Directed,502,,1.0
32,162,Directed,503,,1.0
32,422,Directed,504,,1.0
32,423,Directed,505,,1.0
32,424,Directed,506,,1.0
32,425,Directed,507,,1.0
32,426,Directed,508,,1.0
32,427,Directed,509,,1.0
33,428,Directed,510,,1.0
33,36,Directed,511,,1.0
33,429,Directed,512,,1.0
33,430,Directed,513,,1.0
33,431,Directed,514,,1.0
33,432,Directed,515,,1.0
33,433,Directed,516,,1.0
33,434,Directed,517,,1.0
33,435,Directed,518,,1.0
33,436,Directed,519,,1.0
33,437,Directed,520,,1.0
33,438,Directed,521,,1.0
34,439,Directed,522,,1.0
34,321,Directed,523,,1.0
34,440,Directed,524,,1.0
34,441,Directed,525,,1.0
34,442,Directed,526,,1.0
34,443,Directed,527,,1.0
34,444,Directed,528,,1.0
34,445,Directed,529,,1.0
34,446,Directed,530,,1.0
35,3,Directed,531,,1.0
36,447,Directed,532,,1.0
36,448,Directed,533,,1.0
36,449,Directed,534,,1.0
36,450,Directed,535,,1.0
36,451,Directed,536,,1.0
36,452,Directed,537,,1.0
36,453,Directed,538,,1.0
36,454,Directed,539,,1.0
36,455,Directed,540,,1.0
36,456,Directed,541,,1.0
36,457,Directed,542,,1.0
36,458,Directed,543,,1.0
36,459,Directed,544,,1.0
36,460,Directed,545,,1.0
36,461,Directed,546,,1.0
36,462,Directed,547,,1.0
36,463,Directed,548,,1.0
36,464,Directed,549,,1.0
36,465,Directed,550,,1.0
36,466,Directed,551,,1.0
36,467,Directed,552,,1.0
36,468,Directed,553,,1.0
36,469,Directed,554,,1.0
36,470,Directed,555,,1.0
36,471,Directed,556,,1.0
36,472,Directed,557,,1.0
36,473,Directed,558,,1.0
36,474,Directed,559,,1.0
36,475,Directed,560,,1.0
36,476,Directed,561,,1.0
36,477,Directed,562,,1.0
36,478,Directed,563,,1.0
36,479,Directed,564,,1.0
36,480,Directed,565,,1.0
36,481,Directed,566,,1.0
36,482,Directed,567,,1.0
36,483,Directed,568,,1.0
36,484,Directed,569,,1.0
36,485,Directed,570,,1.0
36,486,Directed,571,,1.0
36,487,Directed,572,,1.0
36,488,Directed,573,,1.0
36,489,Directed,574,,1.0
36,490,Directed,575,,1.0
36,491,Directed,576,,1.0
36,312,Directed,577,,1.0
36,492,Directed,578,,1.0
36,493,Directed,579,,1.0
36,494,Directed,580,,1.0
36,495,Directed,581,,1.0
36,496,Directed,582,,1.0
36,497,Directed,583,,1.0
36,498,Directed,584,,1.0
36,499,Directed,585,,1.0
36,500,Directed,586,,1.0
36,501,Directed,587,,1.0
36,502,Directed,588,,1.0
36,503,Directed,589,,1.0
36,504,Directed,590,,1.0
36,505,Directed,591,,1.0
36,506,Directed,592,,1.0
36,507,Directed,593,,1.0
36,508,Directed,594,,1.0
36,509,Directed,595,,1.0
36,510,Directed,596,,1.0
36,511,Directed,597,,1.0
36,512,Directed,598,,1.0
36,513,Directed,599,,1.0
36,514,Directed,600,,1.0
36,515,Directed,601,,1.0
36,516,Directed,602,,1.0
36,517,Directed,603,,1.0
36,518,Directed,604,,1.0
36,519,Directed,605,,1.0
36,520,Directed,606,,1.0
36,521,Directed,607,,1.0
36,522,Directed,608,,1.0
36,523,Directed,609,,1.0
36,524,Directed,610,,1.0
36,525,Directed,611,,1.0
36,526,Directed,612,,1.0
36,527,Directed,613,,1.0
36,528,Directed,614,,1.0
36,529,Directed,615,,1.0
36,530,Directed,616,,1.0
36,531,Directed,617,,1.0
36,532,Directed,618,,1.0
36,533,Directed,619,,1.0
36,534,Directed,620,,1.0
37,535,Directed,621,,1.0
37,536,Directed,622,,1.0
37,537,Directed,623,,1.0
37,538,Directed,624,,1.0
37,402,Directed,625,,1.0
37,539,Directed,626,,1.0
38,540,Directed,627,,1.0
39,541,Directed,628,,1.0
39,542,Directed,629,,1.0
39,543,Directed,630,,1.0
39,544,Directed,631,,1.0
39,545,Directed,632,,1.0
39,65,Directed,633,,1.0
39,546,Directed,634,,1.0
39,547,Directed,635,,1.0
39,548,Directed,636,,1.0
39,549,Directed,637,,1.0
39,550,Directed,638,,1.0
39,551,Directed,639,,1.0
39,3,Directed,640,,1.0
39,552,Directed,641,,1.0
39,553,Directed,642,,1.0
39,554,Directed,643,,1.0
39,555,Directed,644,,1.0
39,78,Directed,645,,1.0
40,556,Directed,646,,1.0
40,557,Directed,647,,1.0
40,558,Directed,648,,1.0
40,559,Directed,649,,1.0
40,560,Directed,650,,1.0
40,561,Directed,651,,1.0
41,562,Directed,652,,1.0
41,563,Directed,653,,1.0
41,564,Directed,654,,1.0
41,565,Directed,655,,1.0
42,566,Directed,656,,1.0
43,567,Directed,657,,1.0
43,568,Directed,658,,1.0
43,569,Directed,659,,1.0
43,570,Directed,660,,1.0
43,571,Directed,661,,1.0
43,572,Directed,662,,1.0
43,573,Directed,663,,1.0
43,574,Directed,664,,1.0
43,575,Directed,665,,1.0
43,576,Directed,666,,1.0
43,577,Directed,667,,1.0
43,578,Directed,668,,1.0
43,579,Directed,669,,1.0
43,580,Directed,670,,1.0
43,581,Directed,671,,1.0
43,582,Directed,672,,1.0
43,583,Directed,673,,1.0
43,584,Directed,674,,1.0
43,585,Directed,675,,1.0
43,586,Directed,676,,1.0
45,587,Directed,677,,1.0
45,588,Directed,678,,1.0
45,537,Directed,679,,1.0
45,589,Directed,680,,1.0
45,590,Directed,681,,1.0
45,591,Directed,682,,1.0
45,592,Directed,683,,1.0
46,593,Directed,684,,1.0
46,594,Directed,685,,1.0
46,595,Directed,686,,1.0
47,540,Directed,687,,1.0
47,20,Directed,688,,1.0
47,434,Directed,689,,1.0
47,73,Directed,690,,1.0
48,596,Directed,691,,1.0
48,49,Directed,692,,1.0
48,597,Directed,693,,1.0
48,598,Directed,694,,1.0
50,599,Directed,695,,1.0
50,600,Directed,696,,1.0
